source,sample_id,map_path,preview_path,mixed_path,mode,shape,channel_1,channel_2,channel_3,uses_source_tracks,oracle_route,route_gap,mixed_cer,separated_cer,cleaned_cer,intended_family,logmel_mean,logmel_max,logmel_std,logmel_p90,overlap_proxy_mean,overlap_proxy_max,overlap_proxy_std,overlap_proxy_p90,uncertainty_proxy_mean,uncertainty_proxy_max,uncertainty_proxy_std,uncertainty_proxy_p90,overlap_uncertainty_product
controlled_v1,controlled_route_sensitive_v1_0038,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0038.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.666667,0.380952,0.380952,short_backchannel,0.130505,1.0,0.182006,0.360784,0.437592,1.0,0.295214,0.941176,0.426379,0.952941,0.252876,0.760784,0.188804
controlled_v1,controlled_route_sensitive_v1_0039,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0039.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,0.647059,0.647059,0.647059,short_backchannel,0.109762,1.0,0.177065,0.313726,0.310172,1.0,0.22173,0.572549,0.439445,0.988235,0.258837,0.776471,0.128411
controlled_v1,controlled_route_sensitive_v1_0040,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0040.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0040_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,0.166667,0.166667,0.166667,short_backchannel,0.123307,1.0,0.181659,0.337255,0.355913,1.0,0.21612,0.658824,0.371615,1.0,0.26244,0.733333,0.137696
controlled_v1,controlled_route_sensitive_v1_0041,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0041.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0041_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.137581,1.0,0.189488,0.384314,0.372733,1.0,0.289732,0.858824,0.409865,1.0,0.267323,0.815686,0.170657
controlled_v1,controlled_route_sensitive_v1_0042,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0042.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0042_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.138165,1.0,0.192833,0.384314,0.346278,1.0,0.258495,0.811765,0.515456,1.0,0.271019,0.886275,0.186023
controlled_v1,controlled_route_sensitive_v1_0043,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0043.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0043_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.120902,1.0,0.181925,0.345098,0.414246,1.0,0.253744,0.811765,0.409298,1.0,0.250971,0.792157,0.191626
controlled_v1,controlled_route_sensitive_v1_0044,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0044.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0044_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.117443,1.0,0.179061,0.333333,0.403064,1.0,0.259317,0.827451,0.382767,0.972549,0.242412,0.756863,0.159581
controlled_v1,controlled_route_sensitive_v1_0045,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0045.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0045_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.120021,1.0,0.179813,0.337255,0.427865,1.0,0.243293,0.823529,0.453033,0.952941,0.247722,0.772549,0.200694
controlled_v1,controlled_route_sensitive_v1_0046,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0046.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0046_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.105076,1.0,0.174962,0.303133,0.413526,1.0,0.23091,0.776471,0.376164,0.94902,0.269913,0.776471,0.149591
controlled_v1,controlled_route_sensitive_v1_0047,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0047.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0047_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.117564,1.0,0.176392,0.313726,0.389415,1.0,0.259879,0.815686,0.45625,1.0,0.247015,0.792157,0.173294
controlled_v1,controlled_route_sensitive_v1_0048,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0048.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0048_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.115305,1.0,0.174903,0.317647,0.385539,1.0,0.262468,0.843137,0.370021,0.976471,0.255256,0.733333,0.141144
controlled_v1,controlled_route_sensitive_v1_0049,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0049.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0049_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.119296,1.0,0.178308,0.329412,0.370542,0.996078,0.272429,0.843137,0.394792,1.0,0.251792,0.776471,0.143068
controlled_v1,controlled_route_sensitive_v1_0050,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0050.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0050_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.112453,1.0,0.177914,0.321569,0.348775,1.0,0.215861,0.627451,0.405377,0.988235,0.246737,0.756863,0.145094
controlled_v1,controlled_route_sensitive_v1_0051,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0051.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0051_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.121059,1.0,0.178817,0.329412,0.350934,1.0,0.250353,0.74902,0.340441,1.0,0.250015,0.701961,0.126299
controlled_v1,controlled_route_sensitive_v1_0052,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0052.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0052_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.137931,1.0,0.184598,0.372549,0.478692,1.0,0.295672,0.909804,0.402068,1.0,0.234657,0.756863,0.184384
