sample_id,benchmark,split,overlap_ratio,overlap_percent,dominance_condition,speaker_a_gain,speaker_b_gain,duration_bucket,duration_sec,interruption_style,sample_rate,mixed_path,spk1_path,spk2_path,source_spk1,source_spk2,random_seed,label_status
audio_depth_stress_v1_0011,audio_depth_stress_v1,test,0.0,0,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_01_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0012,audio_depth_stress_v1,dev,0.1,10,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_02_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0013,audio_depth_stress_v1,train,0.2,20,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_03_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0014,audio_depth_stress_v1,train,0.3,30,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0014_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0014_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0014_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_04_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0015,audio_depth_stress_v1,train,0.4,40,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_05_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0016,audio_depth_stress_v1,test,0.5,50,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_06_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0017,audio_depth_stress_v1,dev,0.6,60,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0017_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0017_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0017_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_07_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0018,audio_depth_stress_v1,train,0.7,70,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_08_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0019,audio_depth_stress_v1,train,0.8,80,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0019_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_09_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0020,audio_depth_stress_v1,train,0.9,90,speaker_b_dominant,0.55,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0020_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0020_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0020_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_10_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0021,audio_depth_stress_v1,test,0.0,0,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0021_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_01_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0022,audio_depth_stress_v1,dev,0.1,10,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0022_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0022_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0022_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_02_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0023,audio_depth_stress_v1,train,0.2,20,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0023_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0023_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0023_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_03_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0024,audio_depth_stress_v1,train,0.3,30,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0024_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0024_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0024_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_04_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0025,audio_depth_stress_v1,train,0.4,40,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0025_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0025_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0025_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_05_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0026,audio_depth_stress_v1,test,0.5,50,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0026_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0026_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0026_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_06_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0027,audio_depth_stress_v1,dev,0.6,60,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0027_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0027_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0027_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_07_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0028,audio_depth_stress_v1,train,0.7,70,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0028_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0028_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0028_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_08_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0029,audio_depth_stress_v1,train,0.8,80,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0029_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0029_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0029_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_09_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0030,audio_depth_stress_v1,train,0.9,90,balanced,0.85,0.85,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0030_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0030_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0030_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_10_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0031,audio_depth_stress_v1,test,0.0,0,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0031_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_01_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0032,audio_depth_stress_v1,dev,0.1,10,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0032_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0032_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0032_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_02_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0033,audio_depth_stress_v1,train,0.2,20,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0033_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0033_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0033_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_03_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0034,audio_depth_stress_v1,train,0.3,30,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0034_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0034_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0034_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_04_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0035,audio_depth_stress_v1,train,0.4,40,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0035_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0035_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0035_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_05_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0036,audio_depth_stress_v1,test,0.5,50,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0036_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0036_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0036_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_06_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0037,audio_depth_stress_v1,dev,0.6,60,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0037_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0037_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0037_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_07_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0038,audio_depth_stress_v1,train,0.7,70,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0038_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0038_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0038_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_08_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0039,audio_depth_stress_v1,train,0.8,80,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0039_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0039_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0039_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_09_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0040,audio_depth_stress_v1,train,0.9,90,weak_target_speaker,0.45,1.0,short,6.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0040_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0040_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0040_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_10_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0041,audio_depth_stress_v1,test,0.0,0,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0041_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_01_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0042,audio_depth_stress_v1,dev,0.1,10,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0042_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0042_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0042_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_02_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0043,audio_depth_stress_v1,train,0.2,20,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0043_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0043_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0043_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_03_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0044,audio_depth_stress_v1,train,0.3,30,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0044_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0044_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0044_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_04_spk2.wav,42,needs_route_eval
