sample_id,split,overlap_tier,best_route_label,mixed_cer,separated_cer,cleaned_cer,map_path_deployable,map_path_logmel,map_path_analysis,duration,mean_energy,max_energy,spectral_flux_mean,spectral_flux_std,overlap_proxy_mean,overlap_proxy_max,uncertainty_proxy_mean,uncertainty_proxy_max,energy_norm_mean,mixed_segment_count,separated_segment_count,cleaned_removed_count,length_ratio,repetition_score,method_disagreement_score,separated_length,mixed_length,cleaned_length,selected_method_v2,decision_rule_v2
SyntheticHeavyOverlap_test_09,test,SyntheticHeavyOverlap,separated,0.318182,0.090909,0.090909,resources/audio_depth_maps/deployable/SyntheticHeavyOverlap_test_09.npy,resources/audio_depth_maps/logmel/SyntheticHeavyOverlap_test_09.npy,resources/audio_depth_maps/analysis/SyntheticHeavyOverlap_test_09.npy,3.089625,0.014039118774235249,0.06122751533985138,0.031079502776265144,0.08452460169792175,0.24072714149951935,0.9647058844566345,0.2502859830856323,0.7764706015586853,0.24308465421199799,1.0,2.0,0.0,2.764706,1.7647058823529411,60.0,47.0,17.0,47.0,separated_whisper,overlap_level>=3 and separated looks usable; choose separated_whisper
SyntheticHeavyOverlap_test_10,test,SyntheticHeavyOverlap,separated,0.3,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticHeavyOverlap_test_10.npy,resources/audio_depth_maps/logmel/SyntheticHeavyOverlap_test_10.npy,resources/audio_depth_maps/analysis/SyntheticHeavyOverlap_test_10.npy,3.6783125,0.02137788012623787,0.10367300361394882,0.026908643543720245,0.07597401738166809,0.22434641420841217,0.9921568632125854,0.20735295116901398,0.7647058963775635,0.21432633697986603,1.0,2.0,0.0,2.8125,1.8125,58.0,45.0,16.0,45.0,separated_whisper,overlap_level>=3 and separated looks usable; choose separated_whisper
SyntheticLightOverlap_dev_01,dev,SyntheticLightOverlap,separated,0.03125,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_01.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_01.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_01.npy,6.5575,0.009381385520100594,0.06613366305828094,0.027305247262120247,0.0758303627371788,0.21294935047626495,0.8392156958580017,0.20620916783809662,0.7019608020782471,0.19483739137649536,3.0,2.0,0.0,1.8125,0.8125,52.0,58.0,32.0,58.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_02,dev,SyntheticLightOverlap,mixed,0.153846,0.961538,0.961538,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_02.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_02.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_02.npy,5.229625,0.00994987040758133,0.06716980785131454,0.026983005926012993,0.07728621363639832,0.19538401067256927,0.9843137264251709,0.20531046390533447,0.6352941393852234,0.19142724573612213,2.0,2.0,0.0,1.7,0.7,42.0,51.0,30.0,51.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_03,dev,SyntheticLightOverlap,separated,0.1,0.05,0.05,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_03.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_03.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_03.npy,4.0116875,0.013609793037176132,0.04806378483772278,0.02803967148065567,0.07736125588417053,0.34415850043296814,0.9098039269447327,0.2631944417953491,0.6549019813537598,0.3390212059020996,2.0,2.0,0.0,2.190476,1.1904761904761905,50.0,46.0,21.0,46.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_04,dev,SyntheticLightOverlap,separated,0.166667,0.111111,0.111111,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_04.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_04.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_04.npy,4.257625,0.012307577766478062,0.051486849784851074,0.027529438957571983,0.07655256986618042,0.2609885632991791,0.9843137264251709,0.2281045913696289,0.6549019813537598,0.2540668547153473,2.0,2.0,0.0,2.263158,1.263157894736842,48.0,43.0,19.0,43.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_05,dev,SyntheticLightOverlap,separated,0.4,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_05.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_05.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_05.npy,5.15525,0.014258183538913727,0.05691508203744888,0.027812305837869644,0.07748779654502869,0.28680557012557983,0.9137254953384399,0.24248367547988892,0.5607843399047852,0.27254101634025574,1.0,2.0,0.0,3.333333,2.3333333333333335,70.0,50.0,15.0,50.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_06,dev,SyntheticLightOverlap,separated,0.190476,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_06.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_06.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_06.npy,4.8880625,0.012965640053153038,0.056326817721128464,0.028329480439424515,0.07768502086400986,0.25437092781066895,0.9058823585510254,0.20412583649158478,0.5568627715110779,0.26262587308883667,2.0,2.0,0.0,2.0,1.0,46.0,46.0,23.0,46.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_07,dev,SyntheticLightOverlap,separated,0.5,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_07.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_07.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_07.npy,3.41925,0.012253527529537678,0.04017093777656555,0.03214549645781517,0.0835862085223198,0.30024513602256775,0.8941176533699036,0.24117648601531982,0.6235294342041016,0.30248475074768066,1.0,2.0,0.0,4.777778,3.7777777777777777,68.0,43.0,9.0,43.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_08,dev,SyntheticLightOverlap,separated,0.35,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_08.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_08.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_08.npy,2.6898125,0.02030002698302269,0.08697205036878586,0.032910194247961044,0.08525605499744415,0.27663397789001465,0.9607843160629272,0.25976309180259705,0.7215686440467834,0.24786162376403809,2.0,2.0,0.0,2.142857,1.1428571428571428,48.0,45.0,21.0,45.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_09,dev,SyntheticLightOverlap,separated,0.214286,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_09.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_09.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_09.npy,2.5005625,0.024923546239733696,0.10367300361394882,0.028578152880072594,0.07973441481590271,0.25510621070861816,0.9843137264251709,0.2193627804517746,0.8588235378265381,0.24525442719459534,3.0,2.0,0.0,3.0,2.0,52.0,39.0,13.0,39.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_dev_10,dev,SyntheticLightOverlap,mixed,0.193548,0.290323,0.290323,resources/audio_depth_maps/deployable/SyntheticLightOverlap_dev_10.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_dev_10.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_dev_10.npy,6.5115,0.011757947504520416,0.06746912002563477,0.028003135696053505,0.0768510028719902,0.2685457468032837,0.8784313797950745,0.24432189762592316,0.6274510025978088,0.23458655178546906,2.0,2.0,0.0,1.454545,0.45454545454545453,30.0,48.0,33.0,48.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_01,test,SyntheticLightOverlap,mixed,0.0,4.085714,0.428571,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_01.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_01.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_01.npy,5.3564375,0.014697274193167686,0.06539810448884964,0.028152747079730034,0.07582633197307587,0.2729983627796173,0.9450980424880981,0.2209150344133377,0.6352941393852234,0.26215216517448425,4.0,27.0,23.0,14.914286,13.914285714285715,537.0,522.0,35.0,85.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_02,test,SyntheticLightOverlap,mixed,0.08,0.76,0.76,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_02.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_02.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_02.npy,5.9473125,0.01034482941031456,0.07727186381816864,0.026209522038698196,0.07398675382137299,0.19705884158611298,0.9882352948188782,0.21290850639343262,0.6470588445663452,0.1794760674238205,2.0,2.0,0.0,1.96,0.96,48.0,49.0,25.0,49.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_03,test,SyntheticLightOverlap,separated,0.266667,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_03.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_03.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_03.npy,5.45125,0.010772615671157837,0.08641423285007477,0.02573321759700775,0.07465139031410217,0.18688726425170898,0.929411768913269,0.1913398951292038,0.6235294342041016,0.17468737065792084,2.0,2.0,0.0,1.71875,0.71875,46.0,55.0,32.0,55.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_04,test,SyntheticLightOverlap,mixed,0.052632,0.052632,0.052632,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_04.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_04.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_04.npy,3.6458125,0.013845098204910755,0.05514567717909813,0.02804809994995594,0.07594449073076248,0.2973039448261261,0.9686274528503418,0.23929738998413086,0.6705882549285889,0.27376922965049744,2.0,2.0,0.0,2.315789,1.3157894736842106,50.0,44.0,19.0,44.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_05,test,SyntheticLightOverlap,separated,0.55,0.2,0.2,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_05.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_05.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_05.npy,3.3240625,0.013566370122134686,0.04993885010480881,0.03022470511496067,0.07912368327379227,0.29460784792900085,0.9843137264251709,0.29460784792900085,0.7843137383460999,0.3015895485877991,1.0,2.0,0.0,4.5,3.5,70.0,45.0,10.0,45.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_06,test,SyntheticLightOverlap,separated,0.153846,0.038462,0.038462,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_06.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_06.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_06.npy,4.8600625,0.013821717351675034,0.06596120446920395,0.028813563287258148,0.07975360751152039,0.24787582457065582,0.886274516582489,0.22667483985424042,0.6313725709915161,0.23135404288768768,3.0,2.0,0.0,1.925926,0.9259259259259259,50.0,52.0,27.0,52.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_07,test,SyntheticLightOverlap,mixed,0.291667,0.291667,0.291667,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_07.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_07.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_07.npy,4.3366875,0.012992637231945992,0.056326817721128464,0.027441369369626045,0.07910501211881638,0.25355395674705505,0.9764705896377563,0.20543301105499268,0.6745098233222961,0.2580656409263611,2.0,2.0,0.0,2.041667,1.0416666666666667,50.0,49.0,24.0,49.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_08,test,SyntheticLightOverlap,separated,0.222222,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_08.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_08.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_08.npy,3.585125,0.012488783337175846,0.04836949333548546,0.03057817369699478,0.0813840925693512,0.299714058637619,0.9450980424880981,0.27736929059028625,0.6941176652908325,0.3004412055015564,2.0,2.0,0.0,2.933333,1.9333333333333333,58.0,44.0,15.0,44.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_09,test,SyntheticLightOverlap,separated,0.409091,0.090909,0.090909,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_09.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_09.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_09.npy,3.90175,0.012587436474859715,0.05163729190826416,0.030332069844007492,0.08368180692195892,0.2793300449848175,0.8588235378265381,0.24468956887722015,0.6823529601097107,0.27831727266311646,2.0,2.0,0.0,1.88,0.88,44.0,47.0,25.0,47.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticLightOverlap_test_10,test,SyntheticLightOverlap,separated,0.9,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticLightOverlap_test_10.npy,resources/audio_depth_maps/logmel/SyntheticLightOverlap_test_10.npy,resources/audio_depth_maps/analysis/SyntheticLightOverlap_test_10.npy,4.3709375,0.01884457841515541,0.10367300361394882,0.02555345930159092,0.07394980639219284,0.20012255012989044,0.9803921580314636,0.19599676132202148,0.7686274647712708,0.1924728900194168,1.0,2.0,0.0,11.25,10.25,82.0,45.0,4.0,45.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticMidOverlap_dev_01,dev,SyntheticMidOverlap,separated,0.15625,0.0,0.0,resources/audio_depth_maps/deployable/SyntheticMidOverlap_dev_01.npy,resources/audio_depth_maps/logmel/SyntheticMidOverlap_dev_01.npy,resources/audio_depth_maps/analysis/SyntheticMidOverlap_dev_01.npy,5.9390625,0.010073899291455746,0.06613611429929733,0.027492236346006393,0.0761079266667366,0.2259395718574524,0.8470588326454163,0.20645427703857422,0.6470588445663452,0.20799174904823303,2.0,2.0,0.0,1.870968,0.8709677419354839,54.0,58.0,31.0,58.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
SyntheticMidOverlap_dev_02,dev,SyntheticMidOverlap,mixed,0.423077,0.961538,0.961538,resources/audio_depth_maps/deployable/SyntheticMidOverlap_dev_02.npy,resources/audio_depth_maps/logmel/SyntheticMidOverlap_dev_02.npy,resources/audio_depth_maps/analysis/SyntheticMidOverlap_dev_02.npy,4.7069375,0.010789976455271244,0.06716980785131454,0.02789381332695484,0.07862919569015503,0.20482027530670166,0.9725490212440491,0.20216505229473114,0.6117647290229797,0.20166221261024475,2.0,2.0,0.0,1.7,0.7,42.0,51.0,30.0,51.0,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper"
