window_id,window_start_sec,overlap_level,overlap_label,num_speakers,router_v2_method,router_v2_rule,mixed_cpwer,separated_cpwer,router_v2_cpwer,oracle_best_cpwer,routing_regret,regret_vs_mixed,max_cr_separated,cr_mixed,separated_hallucination,separated_cr_caught,separated_cr_missed,mixed_hallucination,multi_speaker,failure_window,primary_failure_mode
41,1230.0,0,NoOverlap,2,separated,overlap==0 and mixed transcript long; keep separated,1.0,1.5,1.5,1.0,0.5,0.5,0.9068,1.2923,True,False,True,False,False,True,separated_hallucination_cr_missed
42,1260.0,0,NoOverlap,2,separated,overlap==0 and mixed transcript long; keep separated,1.5,3.0,3.0,1.5,1.5,1.5,0.9709,1.1928,True,False,True,True,False,True,separated_hallucination_cr_missed
43,1290.0,2,MidOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,1.666667,1.0,1.0,0.0,0.0,2.0157,1.332,True,False,True,False,True,False,none
44,1320.0,2,MidOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,1.0929,1.3161,False,False,False,False,True,False,none
45,1350.0,1,LightOverlap,4,mixed,"overlap in [1,2]; choose mixed",1.0,3.25,1.0,1.0,0.0,0.0,0.943,1.042,True,False,True,False,True,False,none
46,1380.0,0,NoOverlap,2,separated,overlap==0 and mixed transcript long; keep separated,1.0,1.0,1.0,1.0,0.0,0.0,1.2375,1.1754,False,False,False,False,False,False,none
47,1410.0,1,LightOverlap,4,mixed,"overlap in [1,2]; choose mixed",1.0,2.0,1.0,1.0,0.0,0.0,1.1212,0.0,True,False,True,False,True,False,none
48,1440.0,2,MidOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,2.0,1.0,1.0,0.0,0.0,1.0609,1.384,True,False,True,False,True,False,none
49,1470.0,1,LightOverlap,4,mixed,"overlap in [1,2]; choose mixed",1.0,2.0,1.0,1.0,0.0,0.0,1.2671,0.0,True,False,True,False,True,False,none
50,1500.0,2,MidOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,none
51,1530.0,1,LightOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,2.0,1.0,1.0,0.0,0.0,1.2674,0.9154,True,False,True,False,True,False,none
52,1560.0,1,LightOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,1.4049,1.3971,False,False,False,False,True,False,none
53,1590.0,1,LightOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,3.0,1.0,1.0,0.0,0.0,1.0777,0.0,True,False,True,False,False,False,none
54,1620.0,1,LightOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,none
55,1650.0,2,MidOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,1.333333,1.0,1.0,0.0,0.0,1.0679,0.0,True,False,True,False,True,False,none
56,1680.0,1,LightOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,1.0949,1.2097,False,False,False,False,False,False,none
57,1710.0,0,NoOverlap,2,mixed,overlap==0 short; choose mixed,1.0,2.0,1.0,1.0,0.0,0.0,0.9573,0.0,True,False,True,False,False,False,none
58,1740.0,0,NoOverlap,1,separated,overlap==0 and mixed transcript long; keep separated,2.0,1.0,1.0,1.0,0.0,-1.0,1.2656,1.2974,False,False,False,True,False,False,none
59,1770.0,0,NoOverlap,2,mixed,overlap==0 short; choose mixed,1.0,1.0,1.0,1.0,0.0,0.0,1.3081,0.0,False,False,False,False,False,False,none
60,1800.0,0,NoOverlap,2,mixed,overlap==0 short; choose mixed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,none
61,1830.0,1,LightOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,1.2857,1.3791,False,False,False,False,False,False,none
62,1860.0,0,NoOverlap,2,separated,overlap==0 and mixed transcript long; keep separated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.2333,False,False,False,False,False,False,none
63,1890.0,1,LightOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,3.0,1.0,1.0,0.0,0.0,0.9225,0.0,True,False,True,False,False,False,none
64,1920.0,0,NoOverlap,2,mixed,overlap==0 short; choose mixed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,none
65,1950.0,1,LightOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,2.666667,1.0,1.0,0.0,0.0,1.9744,0.0,True,False,True,False,True,False,none
66,1980.0,1,LightOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,0.6562,0.0,False,False,False,False,True,False,none
67,2010.0,1,LightOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,0.4286,0.0,False,False,False,False,False,False,none
68,2040.0,2,MidOverlap,4,mixed,"overlap in [1,2]; choose mixed",1.0,3.0,1.0,1.0,0.0,0.0,1.1157,1.2538,True,False,True,False,True,False,none
69,2070.0,1,LightOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,1.5,1.0,1.0,0.0,0.0,1.4085,1.4721,True,False,True,False,False,False,none
70,2100.0,2,MidOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,1.666667,1.0,1.0,0.0,0.0,0.9262,0.8922,True,False,True,False,True,False,none
71,2130.0,1,LightOverlap,2,mixed,"overlap in [1,2]; choose mixed",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,none
72,2160.0,2,MidOverlap,4,mixed,"overlap in [1,2]; choose mixed",1.0,1.75,1.0,1.0,0.0,0.0,1.0663,0.0,True,False,True,False,True,False,none
73,2190.0,1,LightOverlap,3,mixed,"overlap in [1,2]; choose mixed",1.0,4.333333,1.0,1.0,0.0,0.0,0.9276,0.0,True,False,True,False,True,False,none
74,2220.0,2,MidOverlap,4,mixed,"overlap in [1,2]; choose mixed",1.0,1.5,1.0,1.0,0.0,0.0,1.028,0.0,True,False,True,False,True,False,none
75,2250.0,0,NoOverlap,2,separated,overlap==0 and mixed transcript long; keep separated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3978,False,False,False,False,False,False,none
76,2280.0,0,NoOverlap,1,mixed,overlap==0 short; choose mixed,1.0,3.0,1.0,1.0,0.0,0.0,1.0215,0.0,True,False,True,False,False,False,none
